abacus	n．算盘
lave	v.洗浴；(水)冲刷，沿…流淌
lavish	a.浪费的，过分花费的；丰富的
lawn	n.草地，草坪，草场
lawsuit	n.诉讼；官司
lax	adj．懒散的，松弛的
laxative	a.(药)通便的；放松的；n.轻泻药
laxity	n．松弛，放纵
lay	off
lay off	phrase.辞退，解雇
layabout	n.懒汉
layer	n.层，层次
layman	n．普通信徒，门外汉
layoff	n. 临时解雇,操作停止,活动停止期间
layout	n.布局，安排，设计
layover	n.临时滞留，中途下车
leach	v．分离，过滤掉
lead	v.在…前面走
leading	a.最重要的
leaflet	n．传单
leafstalk	n.叶柄
leafy	a. 叶茂盛的,多叶的,叶状的
league	n.联盟；同盟
leak	v.泄漏；n.泄漏；裂隙，漏洞
leakage	n.渗漏，漏出
lean	v．倾斜，斜靠adj．瘦骨嶙峋的
leap	v.跳，跃；跃过 n.跳跃；飞跃
lease	n.租约；租期；v.出租
leash	n.牵狗皮带 v.束缚
least common denominator	n.Abbr.最小公分母
least common multiple	n.Abbr.最小公倍数
leave	v.离开；留下；遗留 vi.离开 n.许可
leave-taking	n.离去，告别，告别语
leaven	n.发酵剂；影响力；v.发酵；影响
lecherous	adj．好色的
lechery	n．好色，纵欲
lectern	n.教堂里的读经台
lecture	n.演讲；告诫 v.(向…发表)演讲，讲课
ledge	n.建筑物或岩石的突出部分
ledger	n.账簿
lee	n.避风
leek	n.韭葱；扁葱
leer	v.（挑逗性地）斜眼看，送秋波
leery	a.机警的，怀疑的
leeward	adj．顺风的
leeway	n.［海］［空］风压差;余地
leg	n.直角三角形的股
legacy	n.遗产；遗留之物
legal	a.法律上的；合法的，法定的
legalize	v.使合法化
legato	adv.& adj.连奏地
legend	n.地图里的说明文字或图例；传奇
legendary	a.传说中的，传奇的
legerdemain	n.手法，戏法，障眼法
legible	adj．可辩认的，易读的
legion	n.兵团；一大群
legislate	v.制定法律
legislation	n.法律，法规；立法
legislative	a.立法的
legislature	n.立法机关，立法团体
legitimacy	n.合法性,正统性
legitimate	a.合法的；正当的
leisureliness	n.悠然，从容
length	n.长
lengthy	adj．很长的，冗长的
lenience	n.宽大，温和
leniency	n.温和，宽容
lenient	a.宽大的；仁慈的
lens	n.透镜，镜头
leonine	adj．狮子的
lepidopter	n.(尾虫)鳞翅目
leprosy	n.［医］麻风病
lesion	n．伤口，损害
lessee	n．（房地产的）租户
lesser	a. 较小的，次要的
let	v.让，允许；设，使；出租
lethal	a.致命的
lethargic	a.昏睡的
lethargy	n.昏睡；倦怠；呆滞懒散
lettuce	n.莴苣；生菜
letup	n.放松，停顿
leucine	n.［生化］白氨酸
leucocyte	n．白血病
leukemia	n.［医］白血病
levee	n.防洪堤；堤岸
levelheaded	a.头脑冷静的，稳健的
lever	n.杠杆；v.撬动
leverage	n.杠杆力
leviathan	n．大海兽，巨大之物
levitate	v．（使）浮于空中
levity	n.轻率；轻浮
levy	v./n.征税；征兵
lewd	adj．好色的，猥亵的
lexical	adj．词汇的、词典的
lexicographer	n.词典编纂人
lexicography	n. 辞典编纂
lexicon	n．词典
liability	n.责任；债务
liable	adj．易于……的，有（还债）责任的
liaison	n.联系；暧昧关系
libation	n．奠酒（给神献酒），饮酒
libel	v./n.(文字)诽谤，中伤
libellous	adj．诽谤的
libelous	a.诽谤的
liberal	a.自由的；慷慨的，大量的；心胸宽大的
liberalist	n.自由主义者
liberality	n.慷慨；心胸开阔
liberate	v.释放，解放
liberated	adj．无拘束的，放纵的
libertine	n.性行为放纵者，浪荡的人
liberty	n.（言行上）过度随意，冒失；自主，自由
libidinous	adj．性欲强的，好色的
libido	n．性欲，生命力
libretto	n.(歌剧等)歌词；剧本
licence	n．自由，放肆
license	n.放肆；自由；许可证，执照
licensed	a.得到许可的
licentious	a.纵欲的，淫乱的；放肆的，漠视行为规范的
licit	adj．不禁止的，合法的
lick	n./v.舔
lido	n．浴场，公共游泳池
lien	n.扣押权；留置权
ligature	n．绑缚之物（尤指系住血管以免失血的线）
light	n.光 v.点燃；照亮 a.轻的；不费力的
ligneous	a.木质的，木头的
likelihood	n.可能性
liken	v.把…比作…
likewise	ad.同样地，也
lilliputian	adj．小人国的，气量小的
limb	n.肢(手或脚)，翼
limber	a.易弯曲的；柔软的
limbo	n．不稳定，中间状态
limerick	n.五行打油诗
limestone	n.石灰岩
limitation	n.限制，局限性
limited	a.有限的
limn	v.描写；画
limnetic	adj．湖泊的
limousine	n.大型轿车，大客车
limp	v.跛行，一拐一拐地走；a.软弱的，松软的
limpid	a.清澈的；透明的
line	n.线；电线；路线 v.(使)排成行
lineage	n.宗系，血统
lineal	adj．直系的，嫡系的
lineaments	n.特征，轮廓
linear	a.线的；成直线的
linen	n.亚麻织品，亚麻布
liner	n.班船，班机
linger	v.逗留
lingering	adj．拖延的，依依不舍的
lingo	n.外国话(贬义);行话;方言;隐语
lingual	adj．舌的，语言的
linguist	n.语言学家
linguistic	a.语言的
linguistics	n.语言学
link	n.联系；关系
linoleum	n.油毡
lint	n.（裹伤用的）纱布
lionize	v.崇拜，看重
lipid	n.［化］类脂化合物
lipoprotein	n.脂蛋白,
liquefy	v.(使)液化；(使)溶解
liqueur	n. 利口酒
liquid	a.清澈的
liquidate	v.清算(债务)；清偿(债务)
liquidation	n.(债务的)了结;(企业的)清理;(资产的)变现
liquidator	n.清算人
liquor	n酒精饮料
lisp	n.口齿不清
lissom	adj．姿态优雅的，柔软的
lissome	a.姿态优雅的，柔软的
list	v./n.倾斜
list price	n.价目单
listless	a.无精打采的
litany	n.陈词滥调
literacy	n. 读写能力,识字,精通文学
literal	a.字面上的，忠实原义的；精确的
literally	ad.字面地，逐字地；确实地，毫不夸张地
literate	a.有读写能力的；有文化修养的
literati	n.文人；学者(复数)
literature	n.文学(作品)；文献，图书资料
lithe	a.（人身体）柔软的，易弯曲的；敏捷的，轻快的
lithosphere	n.岩石圈
litigant	n.诉讼当事人
litigation	n.诉讼
litigious	adj．好诉讼的
litotes	n.间接肯定法
litter	n.垃圾；(一胎所生)一窝(动物)
litterbin	n．垃圾桶
littoral	adj．海岸的，n．海滨，沿海地区
liturgical	adj．礼拜式的
liturgy	n．礼拜形式
livable	adj．适于居住的，（人）可相处的
live	a.实况播送的,参加实况播送的.
live show	n.现场表演
livelinood	n.生活,生计
lively	adj．快活的、生动的
liver	n.肝,肝脏
liverish	adj．患病的（尤指暴食所至），易怒的
livestock	n.(总称)家畜,牲畜
livid	adj．青灰色的（撞伤），（脸色）苍白的
lizard	n.蜥蜴
load	n.荷载；压力；负担
loaf	n.一条(面包)；v.虚度光阴
loam	n．沃土
loan	n.贷款；借出 v.借出
loath	a.不情愿的，勉强的
loathe	v.憎恨，厌恶
loathsome	adj．可憎的，令人作呕的
lobby	n.大厅，休息厅
lobbyist	n.院外活动集团的成员,说客
lobe	n.耳垂；(肺、肝等的)叶
lobster	n．龙虾
locale	n.事件发生的现场、地点
locality	n.位置，地点，发生地
locate	v.设立下来；住下来
locker	n. 抽屉,小柜,上锁人
locomote	v.移动，行动
locomotion	n.运动，移动
locomotive	a.移动的；n.机车，火车头
locus	n.地点，所在地
locust	n．蝗虫，贪吃的人
locution	n．说话的方式或语气，惯用语
lode	n.矿脉
lodge	v．住宿，存放n．小屋
lodger	n．寄宿人，房客
lodging	n.寄宿（处），住宿；住所
loft	n．阁楼，顶楼
lofty	a.崇高的，高尚的
log	n./v.日志，记录；n.一段大木头；圆木
logic	n.逻辑(学)，逻辑性
logical	a.逻辑的，合乎逻辑的
logistics	n.后勤学；后勤
logjam	n．浮木阻塞，僵局
logotype	n.［印］连合活字;广告等用的标识
loiter	v．游荡，走走停停
loll	v.懒洋洋地坐或卧
long	a.远距离的：延伸一段较长距离的
long-winded	a.(演讲或写作)冗长的
longevity	n.长寿
longing	n.渴望
longitude	n．经度
longueur	n．枯燥的部分或时期
look	to
look to	寄望；指望
lookout	n.瞭望台；观察所
loom	n.织布机；v.(威胁性)隐约出现
loon	n.愚人；疯子
loop	n.圈，金属线圈
loophole	n.枪眼，小窗，换气孔，透光口
loosen	v.变松，松开
loot	n．掠夺品，v．掠夺
lope	n.轻快的步伐；v.使大步慢跑；跳跃
lopsided	a.倾向一方的，不平衡的
loquacious	a.多话的
loquacity	n.多话，饶舌
lore	n.知识,全部传说
lot	n.签；命运；v.抽签，划分
loth	adj. = loath 不情愿的,勉强的
lottery	n.彩票，抽彩给奖法
lotus	n.莲
lounge	v.懒散地倚靠；n.休息室
lounger	n．游手好闲之人
lout	n．粗人
loutish	a.粗鲁的
lovelorn	a.失恋的
low	v.牛叫
lowbred	adj．粗野的，鲁莽的
lowland	n. 低地,苏格东南部的低地
loyal	a.忠诚的，忠贞的，忠心的
lubricant	n.润滑剂
lubricate	v.润滑
lubricious	adj．光滑的，好色的
lucid	a.表达清楚的，明白易懂的
lucrative	a.赚钱的，可获利的
lucre	n．钱，利益
lucubrate	v．刻苦攻读，埋头苦干
lucubration	n．刻苦研究
ludicrous	a.荒唐可笑的
lug	v./n.拖，拉
lugubrious	adj．郁郁不乐的，悲哀的
lukewarm	a.微温的，不冷不热的；不热心的
lull	n.活动的暂停，间歇；v.使平静
lullaby	n.摇篮曲
lumber	v.蹒跚而行，笨拙地走；n.杂物，旧家具；木材
lumberjack	n.伐木工
lumen	n.流明(光通量单位)
luminary	n.杰出人物，名人
luminescence	n.［物］发光
luminosity	n.光明,光辉;发光体;［物］发光度
luminous	adj．发光的，易懂的
lump	n.块；肿块；v.形成块状
lumpish	adj．笨拙的
lunacy	n．疯狂，愚行
lunar	a.月亮的
lunatic	n.疯子；a.极蠢的
lunge	n.刺，戳
lurch	n.突然向前或旁边倒；v.蹒跚而行
lure	n．诱惑力，引诱
lurid	a.耀眼的；骇人听闻的
lurk	v.潜伏，埋伏
luscious	adj．美味的，肉感的
lush	a.繁茂的，茂盛的
lust	n.（贬）强烈的欲望
luster	n.声望;光彩，光泽
lustre	n．光亮，光泽
lustrous	a.有光泽的
lusty	adj．精力充沛的
luxuriant	a.繁茂的；肥沃的
luxuriate	v.尽情享受
luxurious	a.奢侈的，豪华的
luxury	n.奢侈(品)
lymph	n.［医］淋巴,淋巴液;(淋巴液似的)浆,苗
lymphatic	a.［医］(含)淋巴的;淋巴腺的;(思想行动)迟缓的
lymphocyte	［解］淋巴细胞
lynch	v．私刑处死
lyric	a.抒情的；n.抒情诗；歌词
lyrical	a.抒情的,抒情诗的
lysis	n.［医］(病的)渐退;消散;［生化］细胞溶解
macabre	a.骇人的，可怖的
macadam	n.碎石，碎石路面
macaque	n.猕猴,恒河猴;短尾猴
mace	n．权杖
macerate	v.浸软；消瘦
machination	n.阴谋
machinery	n.(总称)机械，机器；机构
mackintosh	n雨衣，防水胶布
macrocosm	n．宇宙，宏观世界
macrophage	n.［生］巨噬细胞
maculate	v.使有斑点
maculated	a.有斑点的
madcap	a.荒唐的
madden	v. 使发狂,激怒
maddening	adj．使人恼火的，令人气恼的
madrigal	n.抒情短诗，情歌，合唱曲
maelstrom	n.大漩涡；大混乱
maestro	n．音乐大师
magenta	n./a.紫红色(的)；n.紫红色的染料
magisterial	a.有权威的；威风的
magistracy	n．地方保安官的职位
magistral	a.威严傲慢的
magistrate	n．地方保安官
magma	岩浆
magnanimity	n.慷慨
magnanimous	a.宽宏大量的，慷慨的
magnate	n.财主，巨头
magnet	n.磁体，磁铁
magnetic	a.磁的
magnetism	n．磁性，吸引力
magnification	n．放大，扩大
magnificent	a.壮丽的，宏伟的；高尚的
magnifier	n.放大镜，放大器
magnify	v.放大；赞美
magniloquent	adj．夸张的
magnitude	n.重要性；星球的光亮度
magpie	n.喜鹊；多话的人
maiden	n.少女，处女 a.首次的；未婚的
maim	v.使残废
main	a.主要的，最重要的 n.干线?
mainstream	n.主流,主要倾向
maintain	v.维持；保养；赡养，供养
maintenance	n.维持，维护
maisonette	n.小屋，公寓
maize	n.玉米
majestic	a.雄伟的，庄严的，威严的
major	a.较重要的;主要的
majority	n.多数，大多数
make	v.做；使，致使；迫使；获得；等于，总计
make(both)ends meet	p.使收支平衡
makeshift	n．adj．权宜之计（的），代用品
making	n. 成功的因素,制造,赚头
maladaptive	a.不适应的
maladroit	a.笨拙的
maladroitness	n.笨拙
malady	n.疾病,弊病
malaise	n.不适，不舒服
malapropism	n.字词的误用
malaria	n.疟疾;潮湿的空气,瘴气
malcontent	a.不满的；n.不满分子，反抗者
malcontented	adj．不满的
malediction	n．诅咒
malefactor	n.罪犯;坏人
maleficent	a.有害的
malevolent	a.有恶意的，恶毒的
malfeasance	n.不法行为，渎职
malfunction	v.发生故障；n.故障，障碍
malice	n．恶意
malicious	a.恶意的，怨毒的
malign	v.诽谤，中伤；a.邪恶的
malignant	adj．恶毒的，充满恨意的
malignity	n．邪恶，恶毒
malinger	v.装病以逃避工作
mall	n.购物中心(或商场)
malleable	a.(金属)可塑的，有延伸性的；(人主意等)易改变的
mallet	n．木槌，大头锤
malnourished	a.营养不良的
malnutrition	n．营养不良
malodor	n.恶臭
malodorous	adj．有臭味的、不合法的
malpractice	n.玩忽职守，渎职
maltreat	v．虐待
mammal	n.哺乳动物
mammalian	a.哺乳动物的,哺乳纲的
mammoth	a.巨大的
manacle	n．镣铐
managerial	a.经理的，管理的
mandate	n.命令，指令
mandatory	a.命令的，强迫的
maneuver	v.n.(军队)调遗,策略,操纵
manoeuvrable	a.可移动的
maneuvre	n.军事行动
mangle	v.严重毁损；撕成碎片，压碎
mangrove	n. 红树林
mangy	a.肮脏的
manhole	n. 人孔
mania	n.(医)躁狂，狂；狂热，癖好
maniac	a. 发狂的,颠狂的,疯狂的
maniacal	adj．发狂的，狂热的
manifest	a.显然的；n.旅客名单；载货清单
manifestation	n.表现，显示
manifesto	n.宣言，声明
manifold	a.繁多的；多种的
manikin	n.侏儒，时装模特儿
manila	n. 马尼拉
manipulate	v.操纵
manipulative	a.（贬）操纵别人的，对别人控制的
mannequin	n．时装模特儿，假人
mannered	a.做作的
mannerism	n.个人惯用的格调;(说活举止)癖性,习气
mansion	n.公馆；大厦
mantle	n.披风，斗篷；地幔   v.覆盖
manual	a.手工的；体力的 n.手册，指南
manufacture	v.生产
manumit	v.解放(奴隶)
manure	n.粪肥；v.给…施肥
manuscipt	n.手稿;原稿
manuscript	n.手稿；手抄本
maple	n.枫树(枫树是加拿大的国树)
mar	v.破坏，损伤
maraud	v．抢劫，掠夺
marble	n.大理石
marbled	a.大理石般的
march	vi.前进;游行;
mare	n.母马，母驴
margarine	n.人造黄油
margin	n.页边空白，边缘；差额；余地；利润
marginal	a.书页空白处的；不重要的，小的，少的
marijuana	n.大麻;大麻中的毒质
marine	a.海的；海中的
mariner	n．水手，海员
marionette	n.牵线木偶
marital	a.婚姻的
maritime	a.沿海的；海上的
mark down	记下;抄下
mark up	提高；标记
marked	a.明显的；被监视的
maroon	n./a.栗色(的)，很深的红棕色(的)
marquetry	n.镶嵌细工
marrow	n.骨髓,精华
Mars	v.破坏;损坏;毁坏
marsh	n.沼泽地，湿地
marshal	v.有序地整理、安排、设置
marsupial	n./a.有袋动物(的)
martial	a.战争的，军事的
martinet	n．要求严格服从纪律的人
martyr	n.烈士，殉道者
marvel	v.对…感到惊异；n.奇迹
marvelous	a.奇异的；了不起的
masculine	a.男性的；强壮的
masculinity	n.男性(气概)
mash	v.捣成糊状
mask	n.假面具；v.隐藏(感情)
